subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
251,46,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,665,139,665,0,665,n1
251,49,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,268,268,268,0,268,n1
251,50,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,309,156,309,0,309,n1
251,56,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,213,213,213,0,213,n1
251,62,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,155,155,155,0,155,n1
251,66,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,285,197,285,0,285,n1
251,72,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,147,147,147,0,147,n1
251,75,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,129,129,129,0,129,n1
251,77,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,514,178,178,0,178,n1
251,78,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,771,215,531,0,531,n1
251,80,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,536,196,536,0,536,n1
251,83,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,457,122,457,0,457,n1
251,85,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,559,559,559,0,559,n1
251,86,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,501,183,183,1,743,n1
251,87,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,116,116,116,0,116,n1
251,103,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,241,241,241,0,241,n1
251,111,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,159,159,159,0,159,n1
251,114,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,288,109,109,0,109,n1
251,118,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,629,187,187,1,1069,n1
251,121,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,392,142,142,0,142,n1
251,124,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,263,143,143,0,143,n1
251,126,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,415,162,162,1,612,n1
251,127,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,402,152,152,0,152,n1
251,132,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,452,301,452,0,452,n1
252,16,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,1155,488,488,1,1513,n1
252,21,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,824,401,401,0,401,n1
252,23,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,625,193,193,1,1414,n1
252,28,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,632,188,188,1,1148,n1
252,29,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,333,333,333,0,333,n1
252,30,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,688,362,362,1,1807,n1
252,35,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,425,425,425,1,1055,n1
252,38,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,378,223,223,0,223,n1
252,42,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,496,186,186,0,186,n1
252,45,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,684,212,212,0,212,n1
252,50,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,849,187,187,1,1018,n1
252,60,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,815,429,429,1,1228,n1
252,64,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,266,266,266,0,266,n1
252,67,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,365,365,365,0,365,n1
252,68,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,445,445,445,1,740,n1
252,77,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,552,187,187,1,831,n1
252,82,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,550,260,260,0,260,n1
252,84,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,543,167,167,0,167,n1
252,87,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,1393,286,286,0,286,n1
252,89,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,402,177,177,0,177,n1
252,93,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,821,160,160,1,1064,n1
252,99,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,565,353,565,1,776,n1
252,101,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,321,170,170,0,170,n1
252,106,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,290,156,156,0,156,n1
252,109,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,396,207,207,0,207,n1
252,111,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,597,242,242,1,1076,n1
252,125,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,518,356,518,0,518,n1
252,126,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,291,291,291,0,291,n1
252,128,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,371,371,371,1,1173,n1
252,132,*Evan said that he shouldn't have thrown out all his* junk* food* since now* he feels bad.*,41,Plausible,junk food,6.26087,0.105548352,Ours,High,-2.2485861182630384,147,147,147,0,147,n1
254,5,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,1371,248,248,0,248,n1
254,7,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,689,327,327,0,327,n1
254,14,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,1029,201,201,0,201,n1
254,17,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,475,475,475,1,690,n1
254,18,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,237,237,237,0,237,n1
254,20,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,319,319,319,0,319,n1
254,21,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,720,323,323,0,323,n1
254,34,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,1523,415,415,0,415,n1
254,42,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,244,244,244,0,244,n1
254,45,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,144,144,144,0,144,n1
254,46,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,321,321,321,0,321,n1
254,50,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,596,292,292,0,292,n1
254,51,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,242,242,242,0,242,n1
254,53,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,354,354,354,0,354,n1
254,62,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,669,345,345,0,345,n1
254,66,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,935,222,222,0,222,n1
254,68,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,183,183,183,0,183,n1
254,69,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,215,215,215,0,215,n1
254,72,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,176,176,176,1,372,n1
254,75,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,499,499,499,0,499,n1
254,78,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,500,163,163,1,589,n1
254,90,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,826,371,371,0,371,n1
254,91,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,699,380,699,0,699,n1
254,92,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,612,170,170,0,170,n1
254,107,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,968,427,427,0,427,n1
254,110,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,166,166,166,0,166,n1
254,111,*One of my favorite feelings is when I smell* ice* cream* because it's* so sweet.*,20,Implausible,ice cream,3.04,0.1511365,Ours,High,-1.8895718769952663,363,171,171,0,171,n1
254,115,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,472,299,299,1,1344,n1
254,117,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,638,255,638,0,638,n1
254,120,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,148,148,148,0,148,n1
255,7,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,244,244,244,0,244,n1
255,9,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,737,240,737,0,737,n1
255,20,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,504,217,407,0,407,n1
255,21,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,238,238,238,0,238,n1
255,22,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,542,261,261,0,261,n1
255,25,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,580,189,189,0,189,n1
255,32,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,398,208,398,0,398,n1
255,33,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,433,229,229,1,320,n1
255,34,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,686,152,152,1,753,n1
255,38,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,267,127,127,1,437,n1
255,39,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,187,187,187,0,187,n1
255,43,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,402,208,402,0,402,n1
255,46,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,245,245,245,0,245,n1
255,53,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,172,172,172,0,172,n1
255,54,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,338,338,338,0,338,n1
255,67,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,418,219,219,0,219,n1
255,71,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,158,158,158,0,158,n1
255,77,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,294,294,294,1,406,n1
255,84,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,304,178,178,0,178,n1
255,87,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,1067,208,208,0,208,n1
255,97,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,226,226,226,0,226,n1
255,98,*Jimmy picked up the* peanut* butter* after he* finished working.*,7,Plausible,peanut butter,5.73913,0.2757128,Ours,High,-1.288395534754074,174,174,174,0,174,n1
255,103,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,595,202,202,0,202,n1
255,105,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,859,201,201,0,201,n1
255,110,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,432,173,173,0,173,n1
255,113,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,192,192,192,0,192,n1
255,116,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,317,165,165,0,165,n1
255,117,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,452,195,195,0,195,n1
255,122,*I read that John was arrested for* insider* trading* that cost* one company millions of dollars.*,10,Implausible,insider trading,3.173913,0.2203773,Ours,High,-1.512414201563035,523,191,191,0,191,n1
255,128,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,195,195,195,0,195,n1
256,7,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,683,86,86,1,752,n1
256,11,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,696,259,259,1,704,n1
256,13,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,201,201,201,0,201,n1
256,17,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,503,223,223,1,665,n1
256,18,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,478,307,307,0,307,n1
256,30,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,879,362,362,0,362,n1
256,34,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,2443,404,404,0,404,n1
256,35,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,988,352,352,0,352,n1
256,42,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,713,284,284,0,284,n1
256,44,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,350,350,350,0,350,n1
256,57,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,396,215,215,1,385,n1
256,81,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,1005,318,318,0,318,n1
256,83,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,584,341,341,0,341,n1
256,86,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,344,344,344,0,344,n1
256,88,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,263,162,162,1,426,n1
256,91,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,260,260,260,0,260,n1
256,93,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,760,180,333,0,333,n1
256,97,*The worst part about using the bathroom in public is that they never flush the* toilet* paper* no matter* when you go.*,37,Plausible,toilet paper,6.304348,0.11059946,Ours,High,-2.2018400723651346,507,302,302,0,302,n1
256,100,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,635,232,232,0,232,n1
256,101,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,612,330,330,0,330,n1
256,108,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,176,176,176,0,176,n1
256,113,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,864,274,274,0,274,n1
256,116,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,457,284,284,0,284,n1
256,117,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,921,236,236,0,236,n1
256,119,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,825,193,193,1,1060,n1
256,125,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,401,237,237,0,237,n1
256,126,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,793,350,793,0,793,n1
256,130,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,1331,196,196,0,196,n1
257,21,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,1254,186,186,0,186,n1
257,25,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,965,260,671,1,1561,n1
257,27,*Jimmy picked up the* peanut* butter* after he* finished working.*,7,Plausible,peanut butter,5.73913,0.2757128,Ours,High,-1.288395534754074,415,207,207,0,207,n1
257,28,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,356,356,356,0,356,n1
257,33,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,642,218,218,1,660,n1
257,34,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,179,179,179,0,179,n1
257,40,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,276,276,276,0,276,n1
257,41,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,157,157,157,1,356,n1
257,43,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,264,264,264,0,264,n1
257,53,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,350,192,192,1,491,n1
257,54,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,946,266,266,1,2923,n1
257,61,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,230,230,230,0,230,n1
257,63,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,455,143,143,1,1269,n1
257,68,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,689,201,542,1,1933,n1
257,71,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,393,198,393,0,393,n1
257,75,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,263,263,263,0,263,n1
