WordA,WordB,Sentence,reading_times_alpha,reading_times_nonalpha,rt_AandB
action,conversation,There was X and Y occurring in every scene of the movie.,-35.05397820472717,-33.788241386413574,0.21998791187947173
pattern,sequence,They discussed the connection between a X and Y in their math class today.,-37.19835090637207,-36.36997151374817,0.3039878480857258
detective,police,Usually the town's X and Y work together to deal with criminals.,-26.92779242992401,-23.522323489189148,0.03212498329550481
church,graveyard,The couple found out that the X and Y are right behind their new house.,-36.97936964035034,-35.83936953544617,0.2423203417357629
gardens,lawn,He makes sure to water the X and Y of the estate every other day.,-28.244953215122223,-23.685545682907104,0.010359810036009923
powers,processes,They lacked the necessary X and Y to finish the job.,-27.52445963025093,-27.59925651550293,0.5186905083393225
machinery,tractors,"He sold X and Y for a living, but he wanted to open a bakery.",-28.001797454198822,-27.68183229677379,0.42068423927723814
ammo,weapons,The military has X and Y readily available to them.,-29.245349895209074,-27.462281320244074,0.14392464066889332
clay,wax,"Jackie loved doing different crafts, so she had a lot of X and Y readily available to her.",-31.884469598531723,-33.48957654181868,0.832730941134936
associations,enterprises,She dealt with different X and Y in her line of work.,-37.42012810707092,-35.72665286064148,0.1553193579444436
grace,modesty,Chloe's grandma said that X and Y are qualities a person should have.,-33.61008262634277,-33.97792983055115,0.5909386848311722
brains,talent,Georgina had both the X and Y to be successful at her job.,-20.006429851055145,-19.92002446949482,0.47841208402273305
comedy,humor,Ricky was confused about the difference between X and Y until he looked it up online.,-27.853287890553474,-26.553328588604927,0.21417186645253528
certainty,order,Jake liked the X and Y that his job provided him.,-33.78830671310425,-36.518834590911865,0.9388041712605817
discretion,moderation,"There was an absence of X and Y in the decision, which upset many people.",-25.946638882160187,-25.50868844985962,0.39222944842336943
attention,civility,Jane's mom said the lack of X and Y made her very disappointed.,-28.38800005009398,-27.228643409907818,0.23878420664264333
captain,leader,The team thought of her as a X and Y even though she didn't officially have the title.,-23.041449904441833,-24.076314687728882,0.7378579479298851
control,intelligence,Jason wanted to be known for his X and Y instead of being known for his temper.,-28.43889629840851,-29.37789034843445,0.7188964154311658
grease,sweat,"At the end of the day, Fred washed the X and Y off of his face.",-20.936384081840515,-16.960741728544235,0.01842152126658313
comprehension,control,There was a lack of X and Y that made Stephanie feel uneasy.,-35.72120428085327,-36.27505350112915,0.6350281775751677
hallucinations,visions,The man experienced X and Y when he was severely dehydrated.,-17.70655393600464,-17.605153530836105,0.4746715972984289
commands,statements,The employees didn't listen to the X and Y of the rude boss.,-31.212650418281555,-34.10025304555893,0.9472301768862694
cost,upkeep,They didn't think the house was worth the X and Y it would take to keep it.,-22.88896608352661,-30.757970094680786,0.9996177311316555
men,objects,The artist painted X and Y for the museum's upcoming exhibit.,-30.847907543182373,-30.971694111824036,0.530907186039748
fragrance,taste,"She wanted to like the smoothie, but the X and Y made her feel sick.",-23.238788604736328,-22.568117141723633,0.3383465053037594
betrayal,murder,The book was about a X and Y and Harry thought it was very interesting.,-34.98235630989075,-32.937968730926514,0.11462071477136257
bacteria,insects,Xander was afraid of X and Y so he spent most of his time inside his house.,-29.291352450847626,-28.747013986110687,0.36717892319111095
confusion,congestion,The traffic caused X and Y for the drivers on the busy highway.,-22.670666813850403,-21.481606364250183,0.23342701572446473
facts,techniques,She wanted to discuss different X and Y with her new boss.,-26.33713698387146,-28.525221943855286,0.899174421998355
anger,spite,George felt X and Y towards his ex-best friend.,-29.95699656009674,-30.814136266708374,0.702062710880651
money,numbers,Tom liked X and Y so he decided to become an accountant.,-31.813015460968018,-30.370594263076782,0.19117069218692678
boulders,ledges,Paula climbed X and Y with her friend Chris.,-39.253456473350525,-31.04073366522789,2.711078210115508e-4
abolition,emancipation,They learned about X and Y in their history class.,-30.334479331970215,-30.70424461364746,0.5914022609936478
nationalism,sovereignty,He wrote a paper on X and Y for his political science class.,-30.122174978256226,-29.048221468925476,0.25465196334157325
tensions,uncertainties,Chris said all of the X and Y made him feel uncomfortable.,-29.533727049827576,-30.199891209602356,0.6606437190349165
beauty,poise,The model's X and Y got her booked for a lot of shows.,-37.54640467092395,-37.93415987491608,0.5957421937626609
background,intelligence,Nolan had the X and Y to be a great teacher.,-22.845541834831238,-23.925288558006287,0.7464460500576404
battle,bloodshed,The soldiers blamed the X and Y on many different politicians.,-31.764445900917053,-35.94506216049194,0.9849411533315057
fairness,moderation,Gino thought that X and Y were concepts that should go together.,-33.687693774700165,-32.58174705505371,0.24862731730666607
back,behind,She washed the baby's X and Y in the bath tub before putting him to bed.,-22.447642624378204,-24.53033345937729,0.8892094014613893
apprehension,terror,Nora felt X and Y about leaving everyone she knows to move to the other side of the world.,-35.30697250366211,-34.63522815704346,0.33810636251054005
head,teeth,"Both Vanessa's X and Y were bothering her, so she took some medicine for the pain.",-27.42174196243286,-27.59447032213211,0.5430750474940615
cod,salmon,He made sure the chef knew that X and Y are his sister's favorite types of fish.,-35.03966951370239,-33.52171468734741,0.17976287907442043
archaeologists,geologists,They consulted X and Y for the documentary they were making.,-29.329886108636856,-30.447340965270996,0.7535163133641726
chopping,sawing,It took a lot of X and Y to remove the dead trees.,-22.52300364151597,-26.607178330421448,0.9834417621662258
anxiety,dismay,Josh was filled with X and Y and didn't know what to do about it.,-22.991266857425217,-23.26587234431645,0.568223194030866
resources,riches,The couple had the X and Y to start their own company.,-29.027258306741714,-25.708949744701385,0.034948410840707794
personnel,ships,The company needed X and Y to carry out all the work they had to do.,-25.811597406864166,-22.971289932727814,0.055184504142457354
bandits,outlaws,She watched an old western movie about X and Y with both of her roommates.,-28.228118859231472,-28.717743426561356,0.6200179860130542
secrecy,stealth,The spy used X and Y to carry out his job assignments.,-25.737864390015602,-24.90756320208311,0.3035813893381764
soldiers,subjects,He talked with both the X and Y about what to do next.,-26.940998047590256,-28.233237266540527,0.7845259590591185
barges,towboats,The ocean was filled with X and Y so Mara didn't want to go in the water.,-45.710746156051755,-46.40722675411962,0.6674070141128065
celebration,ritual,The event was considered both a X and Y by all who attended.,-26.28956401348114,-27.500471472740173,0.7704594741214188
searching,yearning,It took a lot of X and Y to figure out what she wanted to do.,-20.832581602036953,-23.649175718426704,0.9435659795242258
letters,magazines,Xena read many of her old X and Y instead of going on her phone.,-25.167114809155464,-24.452298492193222,0.32853548496177337
flight,terror,Marissa argued that the words X and Y go together because she hates flying.,-31.099210500717163,-32.83843046426773,0.8505879592399989
gaiety,spirit,He admired her X and Y and enjoyed spending time with her.,-35.31052124500275,-29.43579825758934,0.0028017007925024338
disdain,indifference,"Nathan felt X and Y towards Mark, so he avoided him.",-36.428693652153015,-37.24926996231079,0.694358661062527
liberalism,progress,He discussed the connection between X and Y with his friends who are political science majors.,-30.90356883406639,-28.215853571891785,0.06370215390813662
blame,hate,She felt X and Y because of the poor decision she made.,-29.799902081489563,-28.170114040374756,0.1638593995345143
color,imagery,She liked all of the X and Y the artist used in their art.,-29.716017961502075,-28.512614488601685,0.23087031101033206
intonation,phrasing,Millie liked the X and Y that her teacher used when she spoke.,-34.29205168783665,-26.90053240582347,6.160788799586873e-4
abasement,humiliation,"Jenny was subjected to X and Y at school, which made her want to leave.",-32.30818268656731,-29.29426447674632,0.0468010408673394
commercialism,materialism,All of the X and Y in society makes Evan want to live off the grid.,-40.08324559777975,-39.71716660261154,0.409488813244953
education,industrialization,Tania read about the connection between X and Y in a chapter of her textbook.,-27.12420079112053,-29.50426209717989,0.9152941874942959
foreboding,gloom,There was a sense of X and Y that made Carrie feel anxious.,-29.889465996297076,-32.27095281484071,0.9154046431197792
firepower,speed,Christopher liked the X and Y of the car he was test driving.,-24.17810219526291,-23.92617392539978,0.43734894322317625
