Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
6,come up,Filler,7257009,0.037765,Phrasal Verb,We need to create a plan for the project.,0,all_parts_combined_We_need_to_create_a_plan_for_the_project_.wav,Stimuli/all_parts_combined_We_need_to_create_a_plan_for_the_project_.wav,NA,NA,NA,n,1
8,stood up,Filler,5042824,0.11633,Phrasal Verb,She stood and applauded at the end of the performance.,0,all_parts_combined_She_stood_and_applauded_at_the_end_of_the_performance_.wav,Stimuli/all_parts_combined_She_stood_and_applauded_at_the_end_of_the_performance_.wav,NA,NA,NA,n,1
9,take up,Filler,4490435,0.021047,Phrasal Verb,He decided to start playing the guitar as a hobby.,1,all_parts_combined_He_decided_to_start_playing_the_guitar_as_a_hobby_.wav,Stimuli/all_parts_combined_He_decided_to_start_playing_the_guitar_as_a_hobby_.wav,NA,NA,NA,n,1
11,grew up,Filler,4152205,0.209426,Phrasal Verb,I was born in a small town in the countryside.,0,all_parts_combined_I_was_born_in_a_small_town_in_the_countryside_.wav,Stimuli/all_parts_combined_I_was_born_in_a_small_town_in_the_countryside_.wav,NA,NA,NA,n,1
14,brought up,Filler,3632915,0.048904,Phrasal Verb,She mentioned an interesting topic during the discussion.,1,all_parts_combined_She_mentioned_an_interesting_topic_during_the_discussion_.wav,Stimuli/all_parts_combined_She_mentioned_an_interesting_topic_during_the_discussion_.wav,NA,NA,NA,n,1
16,keep up,Filler,3068467,0.034165,Phrasal Verb,It's important to keep reading the latest news and updates.,0,all_parts_combined_It_s_important_to_keep_reading_the_latest_news_and_updates_.wav,Stimuli/all_parts_combined_It_s_important_to_keep_reading_the_latest_news_and_updates_.wav,NA,NA,NA,n,1
17,held up,Filler,2877724,0.032882,Phrasal Verb,The traffic delayed our arrival to the party.,1,all_parts_combined_The_traffic_delayed_our_arrival_to_the_party_.wav,Stimuli/all_parts_combined_The_traffic_delayed_our_arrival_to_the_party_.wav,NA,NA,NA,n,1
19,wake up,Filler,2582703,0.345743,Phrasal Verb,I need to arrive early tomorrow for an important meeting.,0,all_parts_combined_I_need_to_arrive_early_tomorrow_for_an_important_meeting_.wav,Stimuli/all_parts_combined_I_need_to_arrive_early_tomorrow_for_an_important_meeting_.wav,NA,NA,NA,n,1
21,shut up,Filler,2320635,0.18841,Phrasal Verb,Please be quiet and let me finish my sentence,1,all_parts_combined_Please_be_quiet_and_let_me_finish_my_sentence.wav,Stimuli/all_parts_combined_Please_be_quiet_and_let_me_finish_my_sentence.wav,NA,NA,NA,n,1
23,sat up,Filler,2181924,0.051248,Phrasal Verb,She helped the girl so she'd stop crying,1,all_parts_combined_She_helped_the_girl_so_she_d_stop_crying.wav,Stimuli/all_parts_combined_She_helped_the_girl_so_she_d_stop_crying.wav,NA,NA,NA,n,1
25,drawn up,Filler,1919276,0.072789,Phrasal Verb,The contract was revised and signed by both parties.,1,all_parts_combined_The_contract_was_revised_and_signed_by_both_parties_.wav,Stimuli/all_parts_combined_The_contract_was_revised_and_signed_by_both_parties_.wav,NA,NA,NA,n,1
27,turned up,Filler,1850806,0.022561,Phrasal Verb,They increased the volume to enjoy their favorite song.,1,all_parts_combined_They_increased_the_volume_to_enjoy_their_favorite_song_.wav,Stimuli/all_parts_combined_They_increased_the_volume_to_enjoy_their_favorite_song_.wav,NA,NA,NA,n,1
30,break up,Filler,1505712,0.050052,Phrasal Verb,The couple decided to end things after years of being together.,1,all_parts_combined_The_couple_decided_to_end_things_after_years_of_being_together_.wav,Stimuli/all_parts_combined_The_couple_decided_to_end_things_after_years_of_being_together_.wav,NA,NA,NA,n,1
32,tied up,Filler,1360221,0.121702,Phrasal Verb,She took care of all the loose ends before going for a run.,1,all_parts_combined_She_took_care_of_all_the_loose_ends_before_going_for_a_run_.wav,Stimuli/all_parts_combined_She_took_care_of_all_the_loose_ends_before_going_for_a_run_.wav,NA,NA,NA,n,1
34,lit up,Filler,1192866,0.152389,Phrasal Verb,The fireworks lit the night sky with vibrant colors.,1,all_parts_combined_The_fireworks_lit_the_night_sky_with_vibrant_colors_.wav,Stimuli/all_parts_combined_The_fireworks_lit_the_night_sky_with_vibrant_colors_.wav,NA,NA,NA,n,1
35,jumped up,Filler,1136026,0.170611,Phrasal Verb,The dog jumped and greeted its owner with excitement.,0,all_parts_combined_The_dog_jumped_and_greeted_its_owner_with_excitement_.wav,Stimuli/all_parts_combined_The_dog_jumped_and_greeted_its_owner_with_excitement_.wav,NA,NA,NA,n,1
38,follow up,Filler,1074735,0.020775,Phrasal Verb,The army decided to pair the air assault with a ground invasion.,1,all_parts_combined_The_army_decided_to_pair_the_air_assault_with_a_ground_invasion_.wav,Stimuli/all_parts_combined_The_army_decided_to_pair_the_air_assault_with_a_ground_invasion_.wav,NA,NA,NA,n,1
39,leading up,Filler,1055073,0.030805,Phrasal Verb,The events preceding the accident were unclear.,0,all_parts_combined_The_events_preceding_the_accident_were_unclear_.wav,Stimuli/all_parts_combined_The_events_preceding_the_accident_were_unclear_.wav,NA,NA,NA,n,1
41,wound up,Filler,1050659,0.09904,Phrasal Verb,They fixed the clock before going to bed.,1,all_parts_combined_They_fixed_the_clock_before_going_to_bed_.wav,Stimuli/all_parts_combined_They_fixed_the_clock_before_going_to_bed_.wav,NA,NA,NA,n,1
44,backed up,Filler,984480,0.174642,Phrasal Verb,The car reversed to make space for the delivery truck.,1,all_parts_combined_The_car_reversed_to_make_space_for_the_delivery_truck_.wav,Stimuli/all_parts_combined_The_car_reversed_to_make_space_for_the_delivery_truck_.wav,NA,NA,NA,n,1
45,sprang up,Filler,938309,0.356795,Phrasal Verb,The flowers bloomed after a heavy rainstorm.,0,all_parts_combined_The_flowers_bloomed_after_a_heavy_rainstorm_.wav,Stimuli/all_parts_combined_The_flowers_bloomed_after_a_heavy_rainstorm_.wav,NA,NA,NA,n,1
48,rolled up,Filler,880327,0.093806,Phrasal Verb,He fixed his sleeves and started working.,1,all_parts_combined_He_fixed_his_sleeves_and_started_working_.wav,Stimuli/all_parts_combined_He_fixed_his_sleeves_and_started_working_.wav,NA,NA,NA,n,1
49,glanced up,Filler,870456,0.103726,Phrasal Verb,I looked away from my book and saw her entering the room.,0,all_parts_combined_I_looked_away_from_my_book_and_saw_her_entering_the_room_.wav,Stimuli/all_parts_combined_I_looked_away_from_my_book_and_saw_her_entering_the_room_.wav,NA,NA,NA,n,1
52,cooped up,Filler,160018,7.34769,Phrasal Verb,The cat remained stressed out in the house during the storm.,0,all_parts_combined_The_cat_remained_stressed_out_in_the_house_during_the_storm_.wav,Stimuli/all_parts_combined_The_cat_remained_stressed_out_in_the_house_during_the_storm_.wav,NA,NA,NA,n,1
54,sprucing up,Filler,20428,4.099538,Phrasal Verb,She's cleaning her apartment before the guests arrive.,1,all_parts_combined_She_s_cleaning_her_apartment_before_the_guests_arrive_.wav,Stimuli/all_parts_combined_She_s_cleaning_her_apartment_before_the_guests_arrive_.wav,NA,NA,NA,n,1
55,perked up,Filler,148491,2.877286,Phrasal Verb,"After a nap, she exercised and felt more energetic.",0,all_parts_combined_After_a_nap__she_exercised_and_felt_more_energetic_.wav,Stimuli/all_parts_combined_After_a_nap__she_exercised_and_felt_more_energetic_.wav,NA,NA,NA,n,1
58,wised up,Filler,18504,2.695804,Phrasal Verb,"Finally, he snapped out of it and realized the truth.",0,all_parts_combined_Finally__he_snapped_out_of_it_and_realized_the_truth_.wav,Stimuli/all_parts_combined_Finally__he_snapped_out_of_it_and_realized_the_truth_.wav,NA,NA,NA,n,1
59,conjures up,Filler,208772,2.504643,Phrasal Verb,The magician pulled out a rabbit from his hat.,1,all_parts_combined_The_magician_pulled_out_a_rabbit_from_his_hat_.wav,Stimuli/all_parts_combined_The_magician_pulled_out_a_rabbit_from_his_hat_.wav,NA,NA,NA,n,1
61,messed up,Filler,347063,1.674465,Phrasal Verb,He ruined the recipe by adding too much salt.,1,all_parts_combined_He_ruined_the_recipe_by_adding_too_much_salt_.wav,Stimuli/all_parts_combined_He_ruined_the_recipe_by_adding_too_much_salt_.wav,NA,NA,NA,n,1
63,holed up,Filler,183493,1.279919,Phrasal Verb,The fugitive hid in a remote cabin to avoid capture,0,all_parts_combined_The_fugitive_hid_in_a_remote_cabin_to_avoid_capture.wav,Stimuli/all_parts_combined_The_fugitive_hid_in_a_remote_cabin_to_avoid_capture.wav,NA,NA,NA,n,1
66,teamed up,Filler,189387,1.085549,Phrasal Verb,They worked together to solve the challenging puzzle,0,all_parts_combined_They_worked_together_to_solve_the_challenging_puzzle.wav,Stimuli/all_parts_combined_They_worked_together_to_solve_the_challenging_puzzle.wav,NA,NA,NA,n,1
67,gobbled up,Filler,96175,0.995982,Phrasal Verb,The kids devoured all the cookies in minutes.,1,all_parts_combined_The_kids_devoured_all_the_cookies_in_minutes_.wav,Stimuli/all_parts_combined_The_kids_devoured_all_the_cookies_in_minutes_.wav,NA,NA,NA,n,1
69,revved up,Filler,54866,0.765494,Phrasal Verb,The engine turned on as the race was about to start.,1,all_parts_combined_The_engine_turned_on_as_the_race_was_about_to_start_.wav,Stimuli/all_parts_combined_The_engine_turned_on_as_the_race_was_about_to_start_.wav,NA,NA,NA,n,1
71,piling up,Filler,317987,0.64034,Phrasal Verb,"The papers were stacked on his desk, creating a mess.",1,all_parts_combined_The_papers_were_stacked_on_his_desk__creating_a_mess_.wav,Stimuli/all_parts_combined_The_papers_were_stacked_on_his_desk__creating_a_mess_.wav,NA,NA,NA,n,1
73,screwed up,Filler,441784,0.548675,Phrasal Verb,He bombed the interview by making multiple mistakes.,1,all_parts_combined_He_bombed_the_interview_by_making_multiple_mistakes_.wav,Stimuli/all_parts_combined_He_bombed_the_interview_by_making_multiple_mistakes_.wav,NA,NA,NA,n,1
75,scooped up,Filler,275694,0.501171,Phrasal Verb,He grabbed a handful of sand and threw it into the water.,1,all_parts_combined_He_grabbed_a_handful_of_sand_and_threw_it_into_the_water_.wav,Stimuli/all_parts_combined_He_grabbed_a_handful_of_sand_and_threw_it_into_the_water_.wav,NA,NA,NA,n,1
77,propped up,Filler,421986,0.462058,Phrasal Verb,"The pillows supported her back, providing comfort.",1,all_parts_combined_The_pillows_supported_her_back__providing_comfort_.wav,Stimuli/all_parts_combined_The_pillows_supported_her_back__providing_comfort_.wav,NA,NA,NA,n,1
80,bricked up,Filler,20389,0.389021,Phrasal Verb,"They blocked the entrance, preventing anyone from entering.",1,all_parts_combined_They_blocked_the_entrance__preventing_anyone_from_entering_.wav,Stimuli/all_parts_combined_They_blocked_the_entrance__preventing_anyone_from_entering_.wav,NA,NA,NA,n,1
82,trussed up,Filler,40346,0.374072838,Phrasal Verb,The injured athlete was bandaged up and taken to the hospital.,0,all_parts_combined_The_injured_athlete_was_bandaged_up_and_taken_to_the_hospital_.wav,Stimuli/all_parts_combined_The_injured_athlete_was_bandaged_up_and_taken_to_the_hospital_.wav,NA,NA,NA,n,1
84,fucked up,Filler,210205,0.346808841,Phrasal Verb,"During the bar fight, one man injured his arm.",1,all_parts_combined_During_the_bar_fight__one_man_injured_his_arm_.wav,Stimuli/all_parts_combined_During_the_bar_fight__one_man_injured_his_arm_.wav,NA,NA,NA,n,1
85,firmed up,Filler,25633,0.34462221,Phrasal Verb,The company has not yet decided its plans for expansion.,0,all_parts_combined_The_company_has_not_yet_decided_its_plans_for_expansion_.wav,Stimuli/all_parts_combined_The_company_has_not_yet_decided_its_plans_for_expansion_.wav,NA,NA,NA,n,1
88,buoyed up,Filler,73066,0.315911901,Phrasal Verb,Their spirits were lifted for the coming challenge by the success of their previous project.,0,all_parts_combined_Their_spirits_were_lifted_for_the_upcoming_challenge_by_the_success_of_their_previous_project_.wav,Stimuli/all_parts_combined_Their_spirits_were_lifted_for_the_upcoming_challenge_by_the_success_of_their_previous_project_.wav,NA,NA,NA,n,1
90,balled up,Filler,59690,0.294676665,Phrasal Verb,He tightened his fists and shook them.,1,all_parts_combined_He_tightened_his_fists_and_shook_them_.wav,Stimuli/all_parts_combined_He_tightened_his_fists_and_shook_them_.wav,NA,NA,NA,n,1
92,dammed up,Filler,45851,0.279141833,Phrasal Verb,The river overflowed onto the streets as debris blocked the flow.,0,all_parts_combined_The_river_overflowed_onto_the_streets_as_debris_blocked_the_flow_.wav,Stimuli/all_parts_combined_The_river_overflowed_onto_the_streets_as_debris_blocked_the_flow_.wav,NA,NA,NA,n,1
93,toughen up,Filler,20161,0.274882744,Phrasal Verb,"If he wants to survive in such a competitive environment, he needs to get tough.",1,all_parts_combined_If_he_wants_to_survive_in_such_a_competitive_environment__he_needs_to_get_tough_.wav,Stimuli/all_parts_combined_If_he_wants_to_survive_in_such_a_competitive_environment__he_needs_to_get_tough_.wav,NA,NA,NA,n,1
96,wadded up,Filler,31159,0.268184361,Phrasal Verb,She tossed the crumpled piece of paper into the bin.,1,all_parts_combined_She_tossed_the_crumpled_piece_of_paper_into_the_bin_.wav,Stimuli/all_parts_combined_She_tossed_the_crumpled_piece_of_paper_into_the_bin_.wav,NA,NA,NA,n,1
98,piped up,Filler,125607,0.257153737,Phrasal Verb,"During the brainstorming session, she thought of an idea.",0,all_parts_combined_During_the_brainstorming_session__she_thought_of_an_idea_.wav,Stimuli/all_parts_combined_During_the_brainstorming_session__she_thought_of_an_idea_.wav,NA,NA,NA,n,1
100,soaks up,Filler,30500,0.233212522,Phrasal Verb,The sponge absorbs the spilled liquid from the countertop.,1,all_parts_combined_The_sponge_absorbs_the_spilled_liquid_from_the_countertop_.wav,Stimuli/all_parts_combined_The_sponge_absorbs_the_spilled_liquid_from_the_countertop_.wav,NA,NA,NA,n,1
101,act up,Filler,82163,7.49E-04,Phrasal Verb,"The computer started to break again, freezing unexpectedly.",0,all_parts_combined_The_computer_started_to_break_again__freezing_unexpectedly_.wav,Stimuli/all_parts_combined_The_computer_started_to_break_again__freezing_unexpectedly_.wav,NA,NA,NA,n,1
103,offering up,Filler,88847,5.87E-03,Phrasal Verb,She is offering her services to assist with the project.,1,all_parts_combined_She_is_offering_her_services_to_assist_with_the_project_.wav,Stimuli/all_parts_combined_She_is_offering_her_services_to_assist_with_the_project_.wav,NA,NA,NA,n,1
105,fired up,Filler,200671,0.02077799,Phrasal Verb,They lit the grill to prepare a delicious barbecue.,1,all_parts_combined_They_lit_the_grill_to_prepare_a_delicious_barbecue_.wav,Stimuli/all_parts_combined_They_lit_the_grill_to_prepare_a_delicious_barbecue_.wav,NA,NA,NA,n,1
107,keyed up,Filler,80850,0.10573783,Phrasal Verb,He is energized and ready for the challenging task ahead.,0,all_parts_combined_He_is_energized_and_ready_for_the_challenging_task_ahead_.wav,Stimuli/all_parts_combined_He_is_energized_and_ready_for_the_challenging_task_ahead_.wav,NA,NA,NA,n,1
109,climbed up,Filler,726088,1.20E-01,Phrasal Verb,He climbed the ladder to reach the top shelf.,0,all_parts_combined_He_climbed_the_ladder_to_reach_the_top_shelf_.wav,Stimuli/all_parts_combined_He_climbed_the_ladder_to_reach_the_top_shelf_.wav,NA,NA,NA,n,1
111,spoken up,Filler,37957,0.002548978,Phrasal Verb,"Having told them, she was satisfied that she expressed her concerns.",0,all_parts_combined_Having_told_them__she_was_satisfied_that_she_expressed_her_concerns_.wav,Stimuli/all_parts_combined_Having_told_them__she_was_satisfied_that_she_expressed_her_concerns_.wav,NA,NA,NA,n,1
114,washed up,Filler,265124,0.037058615,Phrasal Verb,"After taking a shower, I got ready for bed.",0,all_parts_combined_After_taking_a_shower__I_got_ready_for_bed_.wav,Stimuli/all_parts_combined_After_taking_a_shower__I_got_ready_for_bed_.wav,NA,NA,NA,n,1
116,scraping up,Filler,24783,2.25E-02,Phrasal Verb,She was cleaning the remnants of the spilled sauce.,1,all_parts_combined_She_was_cleaning_the_remnants_of_the_spilled_sauce_.wav,Stimuli/all_parts_combined_She_was_cleaning_the_remnants_of_the_spilled_sauce_.wav,NA,NA,NA,n,1
118,finishing up,Filler,155576,4.13E-02,Phrasal Verb,"They complete the last tasks of the project, finishing everything.",1,all_parts_combined_They_complete_the_last_tasks_of_the_project__finishing_everything_.wav,Stimuli/all_parts_combined_They_complete_the_last_tasks_of_the_project__finishing_everything_.wav,NA,NA,NA,n,1
120,clears up,Filler,64469,0.082156465,Phrasal Verb,"Just in time for the outdoor event, the weather became nice.",0,all_parts_combined_Just_in_time_for_the_outdoor_event__the_weather_became_nice_.wav,Stimuli/all_parts_combined_Just_in_time_for_the_outdoor_event__the_weather_became_nice_.wav,NA,NA,NA,n,1
122,packing up,Filler,147524,3.71E-02,Phrasal Verb,"We're moving to a new house, so we're packing our belongings.",1,all_parts_combined_We_re_moving_to_a_new_house__so_we_re_packing_our_belongings_.wav,Stimuli/all_parts_combined_We_re_moving_to_a_new_house__so_we_re_packing_our_belongings_.wav,NA,NA,NA,n,1
123,reached up,Filler,678549,0.014544703,Phrasal Verb,He reached to grab the book from the top shelf.,0,all_parts_combined_He_reached_to_grab_the_book_from_the_top_shelf_.wav,Stimuli/all_parts_combined_He_reached_to_grab_the_book_from_the_top_shelf_.wav,NA,NA,NA,n,1
125,churning up,Filler,27127,0.038342646,Phrasal Verb,Running into his old girlfriend was responsible for bringing back a lot of buried feelings.,0,all_parts_combined_Running_into_his_old_girlfriend_was_responsible_for_bringing_back_a_lot_of_buried_feelings_.wav,Stimuli/all_parts_combined_Running_into_his_old_girlfriend_was_responsible_for_bringing_back_a_lot_of_buried_feelings_.wav,NA,NA,NA,n,1
127,rising up,Filler,391818,0.022696657,Phrasal Verb,The crowd was intent on rebelling against the oppressive regime.,0,all_parts_combined_The_crowd_was_intent_on_rebelling_against_the_oppressive_regime_.wav,Stimuli/all_parts_combined_The_crowd_was_intent_on_rebelling_against_the_oppressive_regime_.wav,NA,NA,NA,n,1
129,measured up,Filler,68810,0.002812314,Phrasal Verb,She met the high expectations of her mentors.,0,all_parts_combined_She_met_the_high_expectations_of_her_mentors_.wav,Stimuli/all_parts_combined_She_met_the_high_expectations_of_her_mentors_.wav,NA,NA,NA,n,1
132,mixed up,Filler,598207,2.94E-02,Phrasal Verb,I missed the important appointment because I confused the dates.,1,all_parts_combined_I_missed_the_important_appointment_because_I_confused_the_dates_.wav,Stimuli/all_parts_combined_I_missed_the_important_appointment_because_I_confused_the_dates_.wav,NA,NA,NA,n,1
133,strolling up,Filler,20981,0.025515205,Phrasal Verb,They enjoyed the ocean breeze while pacing around the promenade.,0,all_parts_combined_They_enjoyed_the_ocean_breeze_while_pacing_around_the_promenade_.wav,Stimuli/all_parts_combined_They_enjoyed_the_ocean_breeze_while_pacing_around_the_promenade_.wav,NA,NA,NA,n,1
135,heaved up,Filler,40456,0.04485721,Phrasal Verb,He lifted a heavy box onto the shelf.,1,all_parts_combined_He_lifted_a_heavy_box_onto_the_shelf_.wav,Stimuli/all_parts_combined_He_lifted_a_heavy_box_onto_the_shelf_.wav,NA,NA,NA,n,1
137,lightened up,Filler,18618,0.039355698,Phrasal Verb,They eased the mood after the tense argument.,1,all_parts_combined_They_eased_the_mood_after_the_tense_argument_.wav,Stimuli/all_parts_combined_They_eased_the_mood_after_the_tense_argument_.wav,NA,NA,NA,n,1
138,glided up,Filler,22506,0.032358802,Phrasal Verb,The bird flew across the sky.,0,all_parts_combined_The_bird_flew_across_the_sky_.wav,Stimuli/all_parts_combined_The_bird_flew_across_the_sky_.wav,NA,NA,NA,n,1
139,bumping up,Filler,20899,0.036065031,Phrasal Verb,The price of goods keeps increasing.,1,all_parts_combined_The_price_of_goods_keeps_increasing_.wav,Stimuli/all_parts_combined_The_price_of_goods_keeps_increasing_.wav,NA,NA,NA,n,1
141,laying up,Filler,64198,0.012441661,Phrasal Verb,He is laying in bed due to illness.,0,all_parts_combined_He_is_laying_in_bed_due_to_illness_.wav,Stimuli/all_parts_combined_He_is_laying_in_bed_due_to_illness_.wav,NA,NA,NA,n,1
144,dried up,Filler,549750,0.062337565,Phrasal Verb,The clothes were drying in the sun.,0,all_parts_combined_The_clothes_were_drying_in_the_sun_.wav,Stimuli/all_parts_combined_The_clothes_were_drying_in_the_sun_.wav,NA,NA,NA,n,1
146,blows up,Filler,85761,0.024490072,Phrasal Verb,The balloon exploded with a loud pop.,1,all_parts_combined_The_balloon_exploded_with_a_loud_pop_.wav,Stimuli/all_parts_combined_The_balloon_exploded_with_a_loud_pop_.wav,NA,NA,NA,n,1
148,dig up,Filler,318001,0.080375519,Phrasal Verb,They found buried treasure in the backyard.,1,all_parts_combined_They_found_buried_treasure_in_the_backyard_.wav,Stimuli/all_parts_combined_They_found_buried_treasure_in_the_backyard_.wav,NA,NA,NA,n,1
150,flew up,Filler,252397,0.035775706,Phrasal Verb,The bird flew to its nest in the tree.,0,all_parts_combined_The_bird_flew_to_its_nest_in_the_tree_.wav,Stimuli/all_parts_combined_The_bird_flew_to_its_nest_in_the_tree_.wav,NA,NA,NA,n,1
152,typed up,Filler,45729,0.019066898,Phrasal Verb,She typed the report on her computer.,1,all_parts_combined_She_typed_the_report_on_her_computer_.wav,Stimuli/all_parts_combined_She_typed_the_report_on_her_computer_.wav,NA,NA,NA,n,1
154,rip up,Filler,35835,0.01713398,Phrasal Verb,He angrily shredded the letter.,1,all_parts_combined_He_angrily_shredded_the_letter_.wav,Stimuli/all_parts_combined_He_angrily_shredded_the_letter_.wav,NA,NA,NA,n,1
156,felt up,Filler,27264,2.97E-04,Phrasal Verb,He felt the fabric to check its texture.,1,all_parts_combined_He_felt_the_fabric_to_check_its_texture_.wav,Stimuli/all_parts_combined_He_felt_the_fabric_to_check_its_texture_.wav,NA,NA,NA,n,1
158,bid up,Filler,64448,0.009605714,Phrasal Verb,Investors often sell shares of companies beyond reason.,0,all_parts_combined_Investors_often_sell_shares_of_companies_beyond_reason_.wav,Stimuli/all_parts_combined_Investors_often_sell_shares_of_companies_beyond_reason_.wav,NA,NA,NA,n,1
160,carry up,Filler,67433,2.07E-03,Phrasal Verb,She wanted to carry the heavy boxes to the attic.,0,all_parts_combined_She_wanted_to_carry_the_heavy_boxes_to_the_attic_.wav,Stimuli/all_parts_combined_She_wanted_to_carry_the_heavy_boxes_to_the_attic_.wav,NA,NA,NA,n,1
162,putting up,Filler,613448,0.035873823,Phrasal Verb,They're making a new fence in the backyard.,1,all_parts_combined_They_re_making_a_new_fence_in_the_backyard_.wav,Stimuli/all_parts_combined_They_re_making_a_new_fence_in_the_backyard_.wav,NA,NA,NA,n,1
164,size up,Filler,20086,2.81E-04,Phrasal Verb,He assessed his opponent before the match.,1,all_parts_combined_He_assessed_his_opponent_before_the_match_.wav,Stimuli/all_parts_combined_He_assessed_his_opponent_before_the_match_.wav,NA,NA,NA,n,1
166,crowded up,Filler,22736,0.003237,Phrasal Verb,"People annoyed her, almost tripping them both by how close they were.",0,all_parts_combined_People_annoyed_her__almost_tripping_them_both_by_how_close_they_were_.wav,Stimuli/all_parts_combined_People_annoyed_her__almost_tripping_them_both_by_how_close_they_were_.wav,NA,NA,NA,n,1
167,zip up,Filler,24184,0.010942,Phrasal Verb,It's important to wear your jacket when going outside in the winter.,1,all_parts_combined_It_s_important_to_wear_your_jacket_when_going_outside_in_the_winter_.wav,Stimuli/all_parts_combined_It_s_important_to_wear_your_jacket_when_going_outside_in_the_winter_.wav,NA,NA,NA,n,1
169,feeling up,Filler,26144,5.36E-04,Phrasal Verb,She's feeling the fabric to assess its quality.,1,all_parts_combined_She_s_feeling_the_fabric_to_assess_its_quality_.wav,Stimuli/all_parts_combined_She_s_feeling_the_fabric_to_assess_its_quality_.wav,NA,NA,NA,n,1
171,swam up,Filler,30143,0.020709,Phrasal Verb,The fish swam to the surface of the pond.,0,all_parts_combined_The_fish_swam_to_the_surface_of_the_pond_.wav,Stimuli/all_parts_combined_The_fish_swam_to_the_surface_of_the_pond_.wav,NA,NA,NA,n,1
173,wrinkled up,Filler,31873,0.018825,Phrasal Verb,She shredded the paper in anger.,1,all_parts_combined_She_shredded_the_paper_in_anger_.wav,Stimuli/all_parts_combined_She_shredded_the_paper_in_anger_.wav,NA,NA,NA,n,1
175,slide up,Filler,39633,0.004898,Phrasal Verb,He slid down the slippery slope.,0,all_parts_combined_He_slid_down_the_slippery_slope_.wav,Stimuli/all_parts_combined_He_slid_down_the_slippery_slope_.wav,NA,NA,NA,n,1
178,mark up,Filler,54003,0.001379,Phrasal Verb,He marked the document with revisions.,1,all_parts_combined_He_marked_the_document_with_revisions_.wav,Stimuli/all_parts_combined_He_marked_the_document_with_revisions_.wav,NA,NA,NA,n,1
180,steamed up,Filler,57266,0.052503,Phrasal Verb,The hot water made the windows foggy.,1,all_parts_combined_The_hot_water_made_the_windows_foggy_.wav,Stimuli/all_parts_combined_The_hot_water_made_the_windows_foggy_.wav,NA,NA,NA,n,1
182,reaches up,Filler,63015,0.007185,Phrasal Verb,He reaches to grab the item on the high shelf.,0,all_parts_combined_He_reaches_to_grab_the_item_on_the_high_shelf_.wav,Stimuli/all_parts_combined_He_reaches_to_grab_the_item_on_the_high_shelf_.wav,NA,NA,NA,n,1
183,dredged up,Filler,64102,0.246382,Phrasal Verb,They remembered old memories during the conversation.,1,all_parts_combined_They_remembered_old_memories_during_the_conversation_.wav,Stimuli/all_parts_combined_They_remembered_old_memories_during_the_conversation_.wav,NA,NA,NA,n,1
185,leaping up,Filler,77572,0.054159,Phrasal Verb,The athlete was leaping to reach the high bar.,0,all_parts_combined_The_athlete_was_leaping_to_reach_the_high_bar_.wav,Stimuli/all_parts_combined_The_athlete_was_leaping_to_reach_the_high_bar_.wav,NA,NA,NA,n,1
187,blocked up,Filler,81739,0.017986,Phrasal Verb,The sink was clogged with food scraps.,1,all_parts_combined_The_sink_was_clogged_with_food_scraps_.wav,Stimuli/all_parts_combined_The_sink_was_clogged_with_food_scraps_.wav,NA,NA,NA,n,1
190,stock up,Filler,100515,0.002281,Phrasal Verb,It's important to buy food for your pantry before a storm.,1,all_parts_combined_It_s_important_to_buy_food_for_your_pantry_before_a_storm_.wav,Stimuli/all_parts_combined_It_s_important_to_buy_food_for_your_pantry_before_a_storm_.wav,NA,NA,NA,n,1
192,catches up,Filler,113232,0.06789,Phrasal Verb,He always hangs out with his friends after a long absence.,0,all_parts_combined_He_always_hangs_out_with_his_friends_after_a_long_absence_.wav,Stimuli/all_parts_combined_He_always_hangs_out_with_his_friends_after_a_long_absence_.wav,NA,NA,NA,n,1
193,using up,Filler,154813,0.001158,Phrasal Verb,They're using the remaining paint for the project.,1,all_parts_combined_They_re_using_the_remaining_paint_for_the_project_.wav,Stimuli/all_parts_combined_They_re_using_the_remaining_paint_for_the_project_.wav,NA,NA,NA,n,1
195,burn up,Filler,166488,0.020363,Phrasal Verb,The fire seemed to burn everything in its path.,1,all_parts_combined_The_fire_seemed_to_burn_everything_in_its_path_.wav,Stimuli/all_parts_combined_The_fire_seemed_to_burn_everything_in_its_path_.wav,NA,NA,NA,n,1
197,write up,Filler,202377,0.003668,Phrasal Verb,She needs to write a detailed report of the incident.,1,all_parts_combined_She_needs_to_write_a_detailed_report_of_the_incident_.wav,Stimuli/all_parts_combined_She_needs_to_write_a_detailed_report_of_the_incident_.wav,NA,NA,NA,n,1
200,catching up,Filler,477240,0.134968,Phrasal Verb,They're always talking about the latest news and gossip.,0,all_parts_combined_They_re_always_talking_about_the_latest_news_and_gossip_.wav,Stimuli/all_parts_combined_They_re_always_talking_about_the_latest_news_and_gossip_.wav,NA,NA,NA,n,1
202,uploaded,Filler,120453,NA,Word-Internal,She put the photos from her vacation onto social media for everyone to see.,NA,all_parts_combined_She_put_the_photos_from_her_vacation_onto_social_media_for_everyone_to_see_.wav,Stimuli/all_parts_combined_She_put_the_photos_from_her_vacation_onto_social_media_for_everyone_to_see_.wav,NA,NA,NA,n,1
