WordA,WordB,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,OverallFreq,CollegeFreq,LogOverallFreq,RelFreq,GenPref,Use?,Bin,Too weird?,Sentence,Sentence (WordA and WordB),Sentence (WordB and WordA)
clarity,precision,0,0,0,0,0,0,-0.4099051598,-1,-1,0,28178,26,10.24629681,0.7098090709,0.5006195399,,4,,Devin tried to achieve X and Y in everything he did.,Devin tried to achieve clarity and precision in everything he did.,Devin tried to achieve precision and clarity in everything he did.
flowers,herbs,0,0,1,0,0,0,1.895781039,-1,-1,-1,27473,25,10.22095898,0.4178648127,0.5543402692,,4,,Dan grew X and Y in his own backyard.,Dan grew flowers and herbs in his own backyard.,Dan grew herbs and flowers in his own backyard.
confusion,fear,0,0,0,0,-1,0,-1.22177336,-1,-1,-1,27042,25,10.20514649,0.3863619555,0.343548951,,4,,They felt X and Y about what they would do after graduating.,They felt confusion and fear about what they would do after graduating.,They felt fear and confusion about what they would do after graduating.
jaws,teeth,0,-1,-1,0,0,0,-2.084776924,0,0,0,26610,25,10.18904236,0.5205561819,0.2740879424,,4,,Teddy was surprised at how large the X and Y of the crocodiles he saw at the swamp were.,Teddy was surprised at how large the jaws and teeth of the crocodiles he saw at the swamp were.,Teddy was surprised at how large the teeth and jaws of the crocodiles he saw at the swamp were.
counties,towns,0,0,-1,0,0,0,-0.6387645295,-1,-1,-1,26566,25,10.18738748,0.4343898216,0.2824224269,,4,,Fred drove through many X and Y to move to his new house.,Fred drove through many counties and towns to move to his new house.,Fred drove through many towns and counties to move to his new house.
bodies,faces,0,-1,0,0,0,0,0.4399011031,0,0,0,26522,25,10.18572986,0.2394992836,0.4348385929,,4,,Grant wrote a poem about how everyone's X and Y are beautiful and unique.,Grant wrote a poem about how everyone's bodies and faces are beautiful and unique.,Grant wrote a poem about how everyone's faces and bodies are beautiful and unique.
ability,desire,0,1,-1,0,0,0,0.1406580413,-1,-1,0,26503,25,10.18501321,0.4642493303,0.4876616231,,4,,Maddie had both the X and Y to play college-level soccer.,Maddie had both the ability and desire to play college-level soccer.,Maddie had both the desire and ability to play college-level soccer.
chest,stomach,0,1,0,0,0,0,0.2865808878,1,1,1,25203,23,10.13471831,0.7111851764,0.6932213176,,4,,Tom felt pain in both his X and Y so he decided to stay home from school.,Tom felt pain in both his chest and stomach so he decided to stay home from school.,Tom felt pain in both his stomach and chest so he decided to stay home from school.
Illinois,Missouri,0,-1,0,0,0,0,0.3577329472,-1,1,1,25009,23,10.12699104,0.5568795234,0.4701876398,,4,,Sam argues that X and Y are the best states to live in.,Sam argues that Illinois and Missouri are the best states to live in.,Sam argues that Missouri and Illinois are the best states to live in.
jams,jellies,0,0,0,0,0,0,0.5093085533,1,1,1,24827,23,10.11968705,0.8031981311,0.6255612018,,4,,Jake started making X and Y with all the fruit he was growing in his garden.,Jake started making jams and jellies with all the fruit he was growing in his garden.,Jake started making jellies and jams with all the fruit he was growing in his garden.
Tories,Whigs,0,0,0,0,0,0,-0.4626263713,-1,-1,-1,24672,23,10.11342428,0.1550340467,0.3832983975,,4,,Luke didn't know the difference between the X and Y so he asked his political science professor about them.,Luke didn't know the difference between the Tories and Whigs so he asked his political science professor about them.,Luke didn't know the difference between the Whigs and Tories so he asked his political science professor about them.
dogs,men,0,-1,0,0,0,0,-2.837757748,0,0,0,24614,23,10.11107067,0.348622735,0.3502520314,,4,,Her grandma joked that X and Y had a lot in common.,Her grandma joked that dogs and men had a lot in common.,Her grandma joked that men and dogs had a lot in common.
discussion,thought,0,1,0,0,0,-1,-1.241425867,-1,-1,-1,24358,23,10.10061562,0.0763198949,0.1798627002,,4,,A lot of X and Y went into making the decision to buy this house.,A lot of discussion and thought went into making the decision to buy this house.,A lot of thought and discussion went into making the decision to buy this house.
distress,pain,1,-1,0,0,0,0,-1.770649069,0,0,0,24052,22,10.08797343,0.1803592217,0.4237366418,,4,,The couple's divorce caused a lot of X and Y for the whole family.,The couple's divorce caused a lot of distress and pain for the whole family.,The couple's divorce caused a lot of pain and distress for the whole family.
mouth,nostrils,0,-1,1,0,0,0,2.970166583,1,1,1,23816,22,10.0781129,0.7699025865,0.7092938801,,4,,"Evan took a look at the X and Y of his dog, and compared them to his own.","Evan took a look at the mouth and nostrils of his dog, and compared them to his own.","Evan took a look at the nostrils and mouth of his dog, and compared them to his own."
cakes,pies,0,0,1,0,0,0,0.8166264266,0,0,0,22636,21,10.02729684,0.5034016611,0.6324455411,,4,,Hannah had a real sweet tooth for X and Y so she took up baking as a hobby.,Hannah had a real sweet tooth for cakes and pies so she took up baking as a hobby.,Hannah had a real sweet tooth for pies and cakes so she took up baking as a hobby.
adventure,romance,0,0,0,0,0,0,-0.01278654787,0,0,0,22627,21,10.02689916,0.3756132055,0.5037256671,,4,,The movie had a great balance of X and Y which made it a great success.,The movie had a great balance of adventure and romance which made it a great success.,The movie had a great balance of romance and adventure which made it a great success.
agreements,contracts,1,0,0,-1,0,0,-0.3760453637,0,-1,-1,22390,21,10.01636971,0.291022778,0.3500685798,,4,,Tony had to deal with many X and Y before he officially started working at the company.,Tony had to deal with many agreements and contracts before he officially started working at the company.,Tony had to deal with many contracts and agreements before he officially started working at the company.
crime,poverty,0,0,-1,0,1,0,0.4232807226,2,2,1,21270,20,9.965052908,0.3729196051,0.5311979448,,4,,The study on the link between X and Y was published in the local newspaper.,The study on the link between crime and poverty was published in the local newspaper.,The study on the link between poverty and crime was published in the local newspaper.
cousins,uncles,0,0,0,-1,0,0,1.099876664,0,0,0,21181,20,9.960859832,0.1845049809,0.4118040759,,4,,Olivia said her X and Y are her favorite family members.,Olivia said her cousins and uncles are her favorite family members.,Olivia said her uncles and cousins are her favorite family members.
fire,light,0,0,0,0,1,0,-0.656001425,-1,-1,-1,21101,20,9.957075712,0.561584759,0.3996263446,,4,,"According to Mandy, the lack of X and Y ruined the evening's ambiance.","According to Mandy, the lack of fire and light ruined the evening's ambiance.","According to Mandy, the lack of light and fire ruined the evening's ambiance."
child,husband,0,0,0,-1,0,0,1.05653574,1,1,1,20834,19,9.944341547,0.09911682826,0.5200957864,,4,,Rachel lived with her X and Y in a small apartment in New York City.,Rachel lived with her child and husband in a small apartment in New York City.,Rachel lived with her husband and child in a small apartment in New York City.
vinegar,water,0,0,-1,0,1,0,-4.253669924,-1,-1,0,20603,19,9.933191975,0.6980051449,0.3179922937,,4,,Nicole needed X and Y for the recipe she was trying out.,Nicole needed vinegar and water for the recipe she was trying out.,Nicole needed water and vinegar for the recipe she was trying out.
fork,spoon,0,1,1,0,0,0,0.4015222314,0,0,0,20391,19,9.922848906,0.654455397,0.6950512309,,4,,Tara needed both a X and Y to properly eat her meal.,Tara needed both a fork and spoon to properly eat her meal.,Tara needed both a spoon and fork to properly eat her meal.
Burma,India,0,0,-1,0,0,0,-2.454108026,1,1,0,20258,19,9.916305056,0.2584164281,0.3277068431,,4,,They talked about visiting X and Y for their upcoming honeymoon.,They talked about visiting Burma and India for their upcoming honeymoon.,They talked about visiting India and Burma for their upcoming honeymoon.
fruit,nuts,0,0,1,0,0,0,1.498478633,0,0,0,20149,19,9.910909938,0.7948781577,0.6494764692,,4,,All he had in his kitchen was X and Y so he made a trip to the grocery store.,All he had in his kitchen was fruit and nuts so he made a trip to the grocery store.,All he had in his kitchen was nuts and fruit so he made a trip to the grocery store.
ability,strength,0,-1,0,0,0,0,0.001906390355,-2,-2,-1,20058,19,9.906383356,0.2068501346,0.3272516246,,4,,Lisa had the X and Y to become a professional athlete.,Lisa had the ability and strength to become a professional athlete.,Lisa had the strength and ability to become a professional athlete.
agencies,individuals,0,-1,0,0,0,0,-0.837265731,2,0,0,20024,19,9.904686833,0.5303136237,0.4723292417,,4,,Many different X and Y worked together on this project.,Many different agencies and individuals worked together on this project.,Many different individuals and agencies worked together on this project.
c.,d.,0,0,0,0,0,-1,0.2039674693,0,0,0,20006,19,9.903787508,0.6292612216,0.2235817929,,4,too weird,,,
coffee,sandwiches,0,0,-1,0,0,0,2.324779403,1,1,0,19962,19,9.901585745,0.5174832181,0.4502107578,,4,,The company had X and Y catered for their employees.,The company had coffee and sandwiches catered for their employees.,The company had sandwiches and coffee catered for their employees.
coffee,toast,0,0,-1,0,0,0,1.992285892,-1,-1,-1,19739,18,9.890351653,0.4575206444,0.3436946779,,4,,Every morning Karen has X and Y for breakfast before school.,Every morning Karen has coffee and toast for breakfast before school.,Every morning Karen has toast and coffee for breakfast before school.
artillery,mortar,0,0,0,-1,0,0,0.9057361926,-1,-1,0,19688,18,9.887764592,0.6310950833,0.4141334942,,4,too weird,,,
anger,anxiety,0,0,0,0,1,0,-0.03517786253,1,1,0,19277,18,9.866667954,0.4224205011,0.5178248595,,4,,Anne felt X and Y whenever she was stuck in traffic.,Anne felt anger and anxiety whenever she was stuck in traffic.,Anne felt anxiety and anger whenever she was stuck in traffic.
apprehension,fear,-1,0,0,0,-1,0,-2.651444557,-3,-1,-1,19096,18,9.857234168,0.2492144952,0.2163045872,,4,,Charlie felt X and Y before jumping out of the plane to skydive.,Charlie felt apprehension and fear before jumping out of the plane to skydive.,Charlie felt fear and apprehension before jumping out of the plane to skydive.
figures,words,0,0,-1,0,0,0,-1.246530402,-1,-1,-1,19044,18,9.85450737,0.1167296786,0.2692460632,,4,,Hannah used X and Y to explain her findings.,Hannah used figures and words to explain her findings.,Hannah used words and figures to explain her findings.
blood,guts,0,0,0,0,-1,0,4.208963829,0,0,0,19009,18,9.85266783,0.9607554316,0.5947507941,,4,,The film showed X and Y which made them very uncomfortable.,The film showed blood and guts which made them very uncomfortable.,The film showed guts and blood which made them very uncomfortable.
action,character,0,-1,0,0,0,0,0.4833406504,1,1,0,18766,17,9.839802001,0.3248960887,0.4284680781,,4,,Riley thought his lack of X and Y was too significant to overlook.,Riley thought his lack of action and character was too significant to overlook.,Riley thought his lack of character and action was too significant to overlook.
diamonds,rubies,0,0,1,0,0,0,1.869804976,0,0,0,18750,17,9.838949031,0.60896,0.6585966893,,4,,The pirates followed the treasure map to find that X and Y were hidden in the treasure chest.,The pirates followed the treasure map to find that diamonds and rubies were hidden in the treasure chest.,The pirates followed the treasure map to find that rubies and diamonds were hidden in the treasure chest.
plans,projects,0,-1,0,0,0,0,0.4496252788,1,1,1,18234,17,9.811043262,0.8174838214,0.5450184357,,4,,She had many X and Y in the works for her small business.,She had many plans and projects in the works for her small business.,She had many projects and plans in the works for her small business.
jacket,trousers,0,1,0,0,0,0,0.8214726661,0,0,0,18202,17,9.809286757,0.7891989891,0.6062658098,,4,,Ted needed to iron his X and Y before his big meeting.,Ted needed to iron his jacket and trousers before his big meeting.,Ted needed to iron his trousers and jacket before his big meeting.
kind,quantity,0,0,1,0,0,0,1.5354544,2,2,1,18201,17,9.809231817,0.7352892698,0.7372478755,,4,,This was the X and Y of bread that he needed for the recipe.,This was the kind and quantity of bread that he needed for the recipe.,This was the quantity and kind of bread that he needed for the recipe.
family,neighborhood,0,0,1,0,0,0,2.506852869,0,-2,-1,17862,17,9.79043083,0.8362445415,0.646849101,,4,,She loved her X and Y so she was sad about leaving for college.,She loved her family and neighborhood so she was sad about leaving for college.,She loved her neighborhood and family so she was sad about leaving for college.
nights,weekends,0,0,1,0,0,0,1.377325672,1,0,0,17624,16,9.777016888,0.9411597821,0.6788685075,,4,,Clare spent her X and Y working on new recipes for the cookbook she was writing.,Clare spent her nights and weekends working on new recipes for the cookbook she was writing.,Clare spent her weekends and nights working on new recipes for the cookbook she was writing.
labor,money,0,0,0,0,0,0,-0.3769948829,0,0,0,17606,16,9.775995032,0.4503578326,0.4938421982,,4,,The amount of X and Y required to keep the farm was not worth it to Mark.,The amount of labor and money required to keep the farm was not worth it to Mark.,The amount of money and labor required to keep the farm was not worth it to Mark.
shower,tub,0,0,1,0,0,0,0.5970246832,-1,-1,-1,17557,16,9.77320801,0.179130831,0.5193006299,,4,,Lilly wanted to install a X and Y into her new bathroom.,Lilly wanted to install a shower and tub into her new bathroom.,Lilly wanted to install a tub and shower into her new bathroom.
aggression,hostility,0,0,0,0,1,0,0.1182534214,1,1,0,17481,16,9.768869856,0.3591899777,0.5219820402,,4,,"Sasha felt X and Y towards her brother, so she tried to avoid him.","Sasha felt aggression and hostility towards her brother, so she tried to avoid him.","Sasha felt hostility and aggression towards her brother, so she tried to avoid him."
information,material,0,-1,0,0,0,0,0.689440698,-1,1,0,17241,16,9.755045547,0.4884867467,0.3645405866,,4,,Fred lacked the X and Y to work on the project.,Fred lacked the information and material to work on the project.,Fred lacked the material and information to work on the project.
despair,rage,0,0,0,0,-1,0,0.1140258316,0,0,0,17146,16,9.749520189,0.173276566,0.4847867521,,4,,Annie felt a lot of X and Y so she wanted to talk with a therapist.,Annie felt a lot of despair and rage so she wanted to talk with a therapist.,Annie felt a lot of rage and despair so she wanted to talk with a therapist.
improvements,land,0,0,-1,0,0,-1,-2.485246406,-1,-1,-1,17036,16,9.743084031,0.03868278939,0.08194104167,,4,,Timothy said that the hotel needed more X and Y to be able to make enough money.,Timothy said that the hotel needed more improvements and land to be able to make enough money.,Timothy said that the hotel needed more land and improvements to be able to make enough money.
landings,takeoffs,0,0,0,0,0,-1,2.582358254,0,-1,-1,17024,16,9.742379392,0.2288533835,0.2169737041,,4,,Christian enjoyed watching the X and Y of the planes at the airport.,Christian enjoyed watching the landings and takeoffs of the planes at the airport.,Christian enjoyed watching the takeoffs and landings of the planes at the airport.
novels,tales,-1,0,0,0,1,0,-0.1216346306,-1,-1,-1,16797,16,9.728955578,0.7729951777,0.3673369453,,4,,He had always loved X and Y so he majored in English in college.,He had always loved novels and tales so he majored in English in college.,He had always loved tales and novels so he majored in English in college.
corruption,crime,0,0,0,0,0,-1,-1.345673353,-1,-1,-1,16627,15,9.718783159,0.1909544716,0.1353133976,,4,,All of the X and Y in the city made Tony want to move.,All of the corruption and crime in the city made Tony want to move.,All of the crime and corruption in the city made Tony want to move.
anthropology,psychology,0,0,-1,0,0,0,-1.572332277,-2,0,0,16325,15,9.700452954,0.5429709035,0.2927319207,,4,,He has figured out that X and Y are the subjects he wants to study in college.,He has figured out that anthropology and psychology are the subjects he wants to study in college.,He has figured out that psychology and anthropology are the subjects he wants to study in college.
lecturer,writer,0,0,-1,0,0,0,-2.698325764,-1,-1,0,15994,15,9.679968931,0.3650118795,0.3354317384,,4,,She was both a X and Y but wanted to be an actor instead.,She was both a lecturer and writer but wanted to be an actor instead.,She was both a writer and lecturer but wanted to be an actor instead.
curettage,dilatation,0,0,0,0,0,-1,-1.73926089,1,-1,0,15649,15,9.658162296,0,0.2432040728,,4,too weird,,,
fog,mist,0,0,0,0,1,0,0.1076853974,0,0,0,15420,14,9.643420647,0.5708819715,0.5293464266,,4,,All of the X and Y made Terry want to stay inside the house all day.,All of the fog and mist made Terry want to stay inside the house all day.,All of the mist and fog made Terry want to stay inside the house all day.
field,stream,0,1,0,0,0,0,1.557919998,0,0,0,15417,14,9.643226076,0.9641953687,0.625177966,,4,,"There was a X and Y near his house, which made him very happy.","There was a field and stream near his house, which made him very happy.","There was a stream and field near his house, which made him very happy."
dates,events,1,0,1,0,0,0,-1.515215732,0,0,0,15058,14,9.61966469,0.7338291938,0.618748587,,4,,Katrina had many X and Y to attend because she was very popular.,Katrina had many dates and events to attend because she was very popular.,Katrina had many events and dates to attend because she was very popular.
belly,chest,0,-1,0,0,0,0,-1.29823633,-1,-1,-1,14929,14,9.611060909,0.2288833813,0.2906029147,,4,,"Zack said his X and Y were hurting, so his mom took him to the hospital.","Zack said his belly and chest were hurting, so his mom took him to the hospital.","Zack said his chest and belly were hurting, so his mom took him to the hospital."
power,scope,0,0,0,1,0,0,2.524288519,-1,-1,-1,14744,14,9.598591499,0.3816467716,0.5843993185,,5,?,,,
counterpoint,harmony,1,0,-1,0,0,0,-2.491354754,0,2,1,14622,14,9.590282523,0.1248119272,0.4070169958,,5,too weird,,,
pain,shame,0,0,0,0,1,0,1.627831128,0,0,0,14173,13,9.559094025,0.6648557116,0.5701676096,,5,,Todd felt X and Y when he talked about his divorce.,Todd felt pain and shame when he talked about his divorce.,Todd felt shame and pain when he talked about his divorce.
doorways,windows,0,0,1,0,0,0,-3.64456198,0,1,1,14085,13,9.55286568,0.4975505857,0.5878556399,,5,,Bill wanted to fix the X and Y before moving into the new home.,Bill wanted to fix the doorways and windows before moving into the new home.,Bill wanted to fix the windows and doorways before moving into the new home.
history,identity,0,0,0,0,0,1,1.677595029,0,0,0,13980,13,9.545383016,0.6706723891,0.8148356302,,5,?,Jonathon was unsure about the X and Y of the statue he saw in the park.,Jonathon was unsure about the history and identity of the statue he saw in the park.,Jonathon was unsure about the identity and history of the statue he saw in the park.
anger,indignation,1,0,0,0,0,0,1.66150142,2,0,0,13774,13,9.530538036,0.7186728619,0.6640222826,,5,,Amber felt X and Y after arguing with her sister.,Amber felt anger and indignation after arguing with her sister.,Amber felt indignation and anger after arguing with her sister.
cream,peaches,0,0,-1,0,0,0,2.236234008,1,1,1,13614,13,9.518853954,0.01939180256,0.5653479973,,5,,We had X and Y for dessert at the diner down the street.,We had cream and peaches for dessert at the diner down the street.,We had peaches and cream for dessert at the diner down the street.
classmates,friends,0,0,-1,0,0,0,-3.638258081,-1,0,0,13278,12,9.493863809,0.3248230155,0.2765934337,,5,,We have been X and Y all the way from kindergarten to college.,We have been classmates and friends all the way from kindergarten to college.,We have been friends and classmates all the way from kindergarten to college.
movements,positions,0,-1,0,0,0,-1,0.01238835565,0,0,0,13056,12,9.477003077,0.3334865196,0.1691182127,,5,,"After hurting her foot, certain X and Y caused her a lot of pain.","After hurting her foot, certain movements and positions caused her a lot of pain.","After hurting her foot, certain positions and movements caused her a lot of pain."
barrels,boxes,0,-1,-1,0,0,0,-1.100924619,0,0,0,12973,12,9.470625554,0.3705388114,0.2958411902,,5,,There were a lot of X and Y that needed to be moved before the event could start.,There were a lot of barrels and boxes that needed to be moved before the event could start.,There were a lot of boxes and barrels that needed to be moved before the event could start.
costumes,masks,0,-1,0,0,0,0,-0.03067187081,-1,-1,-1,12920,12,9.466531777,0.4411764706,0.3197629273,,5,,Tammy had to buy X and Y for all of the Halloween parties she was going to attend.,Tammy had to buy costumes and masks for all of the Halloween parties she was going to attend.,Tammy had to buy masks and costumes for all of the Halloween parties she was going to attend.
attractions,repulsions,0,1,0,0,0,0,3.461694644,0,0,0,12897,12,9.464750005,0.9523144917,0.6722199519,,5,,He experienced both X and Y which made him very confused.,He experienced both attractions and repulsions which made him very confused.,He experienced both repulsions and attractions which made him very confused.
effort,resources,0,0,0,0,0,0,-0.07388581149,1,1,0,12297,11,9.417110609,0.7416443035,0.4943970957,,5,,It would take a lot of X and Y to put on this fundraiser.,It would take a lot of effort and resources to put on this fundraiser.,It would take a lot of resources and effort to put on this fundraiser.
ability,age,0,-1,0,0,0,-1,-0.8860374948,-2,-2,-1,12237,11,9.412219428,0.09528479202,0.109060314,,5,,"They questioned his X and Y in the interview, which he thought was unfair.","They questioned his ability and age in the interview, which he thought was unfair.","They questioned his age and ability in the interview, which he thought was unfair."
babylon,nineveh,0,0,1,0,0,0,1.624300052,0,2,1,12006,11,9.393161804,0.3378310845,0.6794790343,,5,too weird,,,
love,veneration,0,0,1,0,0,0,4.924728626,3,1,1,11653,11,9.363318937,0.7570582683,0.8481656713,,5,too weird,,,
editing,publishing,0,0,0,0,0,1,-1.201418704,0,0,0,11644,11,9.362546305,0.8752147029,0.7630041707,,5,,The company did the X and Y for many well-known books.,The company did the editing and publishing for many well-known books.,The company did the publishing and editing for many well-known books.
cysts,tumors,0,0,-1,0,-1,0,-1.416321957,1,1,1,11633,11,9.361601166,0.4969483366,0.4444464447,,5,,Paul had an appointment with his doctor to check for any X and Y that he might have.,Paul had an appointment with his doctor to check for any cysts and tumors that he might have.,Paul had an appointment with his doctor to check for any tumors and cysts that he might have.
dirt,sweat,0,-1,0,0,0,0,0.1558805452,0,0,0,11621,11,9.360569085,0.4766371225,0.4272775687,,5,,Mike needed to wash the X and Y out of his soccer uniform.,Mike needed to wash the dirt and sweat out of his soccer uniform.,Mike needed to wash the sweat and dirt out of his soccer uniform.
dreams,plans,0,-1,0,0,0,0,-0.7982632876,0,0,0,11614,11,9.359966546,0.4828655071,0.4021436418,,5,,She had X and Y to become a successful scientist.,She had dreams and plans to become a successful scientist.,She had plans and dreams to become a successful scientist.
farms,fields,0,0,1,0,0,0,-1.339680848,0,0,0,11526,11,9.352360632,0.4367516918,0.5765562004,,5,,Ron loved spending time at X and Y because he loved being in nature.,Ron loved spending time at farms and fields because he loved being in nature.,Ron loved spending time at fields and farms because he loved being in nature.
cause,consequence,0,0,0,0,0,1,1.573964592,2,2,1,11492,11,9.34940642,0.9420466411,0.8677780204,,5,,Finn didn't want to think about the X and Y of him losing his job.,Finn didn't want to think about the cause and consequence of him losing his job.,Finn didn't want to think about the consequence and cause of him losing his job.
fungicides,insecticides,0,-1,-1,0,0,0,-1.091400685,0,0,0,11397,11,9.341105442,0.2183908046,0.2960566039,,5,too weird,,,
choice,decision,0,0,0,0,-1,0,-0.2548852241,1,1,1,11325,10,9.33476795,0.7605298013,0.5843668506,,5,,It was her X and Y to stay home for the summer instead of traveling through South America.,It was her choice and decision to stay home for the summer instead of traveling through South America.,It was her decision and choice to stay home for the summer instead of traveling through South America.
confusion,turmoil,0,1,0,0,-1,0,1.873530213,0,-1,-1,11154,10,9.319553457,0.3482158867,0.5398280298,,5,,Hannah felt X and Y after her mom gave her some unfortunate news.,Hannah felt confusion and turmoil after her mom gave her some unfortunate news.,Hannah felt turmoil and confusion after her mom gave her some unfortunate news.
magic,superstition,0,1,0,0,0,0,1.668743261,2,0,0,11125,10,9.316950107,0.6986067416,0.6928747876,,5,,He thinks X and Y are definitely not real.,He thinks magic and superstition are definitely not real.,He thinks superstition and magic are definitely not real.
machinery,power,0,1,1,0,0,0,-2.771605487,-1,-1,0,11022,10,9.307648554,0.2724550898,0.6248244676,,5,,She didn't think they had enough X and Y to fulfill the large bulk order.,She didn't think they had enough machinery and power to fulfill the large bulk order.,She didn't think they had enough power and machinery to fulfill the large bulk order.
education,skill,0,0,-1,0,0,0,1.816333997,-3,-1,-1,10876,10,9.294313806,0.7269216624,0.277689606,,5,,They had the X and Y to be a great professor.,They had the education and skill to be a great professor.,They had the skill and education to be a great professor.
forms,materials,0,0,0,0,0,0,0.3467804694,2,2,1,10721,10,9.279959714,0.5657121537,0.614174772,,5,,Lee didn't have the necessary X and Y to move forward with the task.,Lee didn't have the necessary forms and materials to move forward with the task.,Lee didn't have the necessary materials and forms to move forward with the task.
length,quality,0,1,1,0,0,0,0.01007650563,2,2,1,10492,10,9.258368341,0.6245711018,0.7671539923,,5,,She thought the X and Y of the boat would impress her friends.,She thought the length and quality of the boat would impress her friends.,She thought the quality and length of the boat would impress her friends.
inclination,time,0,0,0,0,0,0,-5.13452083,-3,-1,-1,10476,10,9.256842206,0.02520045819,0.2187968055,,5,,Samuel had the X and Y to help his little brother with his homework.,Samuel had the inclination and time to help his little brother with his homework.,Samuel had the time and inclination to help his little brother with his homework.
help,understanding,0,1,0,0,0,0,0.8509676745,3,1,1,10362,10,9.245900547,0.5557807373,0.7625057312,,5,,She appreciated Claire's X and Y when it came to teaching John how to ride a bike.,She appreciated Claire's help and understanding when it came to teaching John how to ride a bike.,She appreciated Claire's understanding and help when it came to teaching John how to ride a bike.
closets,drawers,0,1,0,0,0,0,-0.9611639266,-1,-1,-1,10283,10,9.238247325,0.4827385004,0.4492975777,,5,,Ben needed a lot of X and Y to store all of his clothes.,Ben needed a lot of closets and drawers to store all of his clothes.,Ben needed a lot of drawers and closets to store all of his clothes.
friends,partners,0,0,-1,0,0,0,1.773186605,1,1,1,10050,9,9.215327913,0.6131343284,0.5529584236,,5,,Josh and Jack had been X and Y for almost ten years.,Josh and Jack had been friends and partners for almost ten years.,Josh and Jack had been partners and friends for almost ten years.
receivers,senders,0,-1,0,0,0,-1,2.274557451,0,0,0,9936,9,9.203919804,0.03834541063,0.2064714281,,5,,Both the X and Y of the letters visited the post office often.,Both the receivers and senders of the letters visited the post office often.,Both the senders and receivers of the letters visited the post office often.
authority,force,0,0,0,0,0,0,-0.5281227521,-2,-2,-1,9915,9,9.201804041,0.3295007564,0.3888857934,,5,,They said that Richard's X and Y made him effective at his job.,They said that Richard's authority and force made him effective at his job.,They said that Richard's force and authority made him effective at his job.
fear,want,0,-1,0,0,1,0,-1.076654681,0,0,0,9491,9,9.15809926,0.6415551575,0.4164847847,,5,?,,,
trees,underbrush,0,1,1,0,0,0,4.412316754,2,0,0,9369,9,9.145161646,0.8759739567,0.8247979602,,5,,All of the X and Y made the area extremely green.,All of the trees and underbrush made the area extremely green.,All of the underbrush and trees made the area extremely green.
bacon,coffee,0,0,1,0,0,0,-1.079291837,0,0,0,9230,9,9.130214327,0.515276273,0.5834415927,,5,,Sara found out that X and Y was a combination she did not like.,Sara found out that bacon and coffee was a combination she did not like.,Sara found out that coffee and bacon was a combination she did not like.
december,may,0,0,0,0,0,-1,-2.844599301,-1,-1,-1,9064,8,9.112065803,0.3022947926,0.1173793612,,5,,He is so busy that X and Y are the only months he can see his family.,He is so busy that december and may are the only months he can see his family.,He is so busy that may and december are the only months he can see his family.
grains,seeds,0,0,1,0,0,0,-0.5451040451,0,0,0,8920,8,9.096051226,0.5920403587,0.5974628226,,5,,Victoria liked her bread to have a variety of X and Y in it because she hated plain foods.,Victoria liked her bread to have a variety of grains and seeds in it because she hated plain foods.,Victoria liked her bread to have a variety of seeds and grains in it because she hated plain foods.
beauty,color,0,-1,0,0,0,0,-0.6539534124,0,0,0,8914,8,9.095378354,0.3467579089,0.4059156071,,5,,The women at the store complimented the X and Y of the girl's hair.,The women at the store complimented the beauty and color of the girl's hair.,The women at the store complimented the color and beauty of the girl's hair.
legs,torso,0,-1,-1,0,0,0,2.898965832,1,0,0,8829,8,9.085797037,0.484086533,0.4284942412,,5,,"Both her X and Y are extremely long, so she always has to get her clothes tailored.","Both her legs and torso are extremely long, so she always has to get her clothes tailored.","Both her torso and legs are extremely long, so she always has to get her clothes tailored."
transportation,utilities,0,0,0,0,0,0,1.402198405,-1,1,0,8691,8,9.070043286,0.4913128524,0.462033231,,5,,Dylan had to spend a lot of money on X and Y on top of all his other bills.,Dylan had to spend a lot of money on transportation and utilities on top of all his other bills.,Dylan had to spend a lot of money on utilities and transportation on top of all his other bills.
hardships,trials,0,0,0,0,0,0,-1.572159976,0,0,0,8611,8,9.060795735,0.3377075833,0.4614840723,,5,,They dealt with many X and Y with the product they were trying to launch.,They dealt with many hardships and trials with the product they were trying to launch.,They dealt with many trials and hardships with the product they were trying to launch.
science,tactics,1,0,0,0,0,0,2.530616633,0,0,0,8541,8,9.052633376,0.9921554853,0.6190778463,,5,,Cynthia didn't understand the X and Y behind the experiment she was reading about.,Cynthia didn't understand the science and tactics behind the experiment she was reading about.,Cynthia didn't understand the tactics and science behind the experiment she was reading about.
neighborhood,school,0,0,0,0,0,0,-2.55823292,-2,0,0,8377,8,9.033245134,0.3782977199,0.3655424315,,5,,The fantastic X and Y made the price of the house extremely high.,The fantastic neighborhood and school made the price of the house extremely high.,The fantastic school and neighborhood made the price of the house extremely high.
irony,satire,-1,0,0,0,0,0,0.4377846714,0,-1,0,8231,8,9.015662793,0.5875349289,0.5112088812,,5,,The comedian used a lot of X and Y in their show last night.,The comedian used a lot of irony and satire in their show last night.,The comedian used a lot of satire and irony in their show last night.
kitchen,pantry,1,0,0,0,0,0,3.177191581,0,0,0,8200,8,9.011889433,0.787195122,0.6354854524,,5,,They wanted to renovate the X and Y before the renters moved in.,They wanted to renovate the kitchen and pantry before the renters moved in.,They wanted to renovate the pantry and kitchen before the renters moved in.
